Inventory of Planned Generators as of December 2019,,,,,,,,,,,,,,,,,,,,,,
Entity ID,Entity Name,Plant ID,Plant Name,Sector,Plant State,Generator ID,Unit Code,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Energy Source Code,Prime Mover Code,Planned Operation Month,Planned Operation Year,Status,County,Latitude,Longitude,Google Map,Bing Map,Balancing Authority Code
5860,Empire District Electric Co,62475,Kings Point Wind Energy Center,Electric Utility,MO,KPW1,,149.4,149.4,149.4,Onshore Wind Turbine,WND,WT,12,2020,(L) Regulatory approvals pending. Not under construction,Barton,37.321403,-94.101550,Map,Map,SWPP
5860,Empire District Electric Co,62478,North Fork Ridge Wind Energy Center,Electric Utility,MO,NFRW1,,149.4,149.4,149.4,Onshore Wind Turbine,WND,WT,12,2020,(T) Regulatory approvals received. Not under construction,Barton,37.453778,-94.483360,Map,Map,SWPP
5860,Empire District Electric Co,62481,Neosho Ridge Wind Energy Center,Electric Utility,KS,NRW1,,301.0,301.0,301.0,Onshore Wind Turbine,WND,WT,12,2020,"(U) Under construction, less than or equal to 50 percent complete",Neosho,37.485357,-95.376730,Map,Map,SWPP
62006,"7X Energy, Inc.",62483,Taygete Energy Project LLC,IPP Non-CHP,TX,PV1,,255.0,255.0,255.0,Solar Photovoltaic,SUN,PV,12,2020,"(U) Under construction, less than or equal to 50 percent complete",Pecos,31.165245,-103.125900,Map,Map,ERCO
61785,EDP Renewables North America LLC,62489,Crossing Trails Wind Farm,IPP Non-CHP,CO,GEN1,,104.0,104.0,104.0,Onshore Wind Turbine,WND,WT,12,2020,(T) Regulatory approvals received. Not under construction,Kit Carson,39.046623,-102.822400,Map,Map,WACM
62023,Skeleton Creek Energy Center,62494,Skeleton Creek Energy Center Hybrid,IPP Non-CHP,OK,SKC,,250.0,250.0,250.0,Onshore Wind Turbine,WND,WT,12,2020,(OT) Other,Garfield,36.521428,-98.034360,Map,Map,SWPP
61344,Advanced Microgrid Solutions,62515,Hybrid Holdings 1 Capistrano,IPP Non-CHP,CA,HH4MW,,4.0,4.0,4.0,Batteries,MWH,BA,12,2020,"(P) Planned for installation, but regulatory approvals not initiated",Orange,33.511644,-117.661200,Map,Map,CISO
62048,Westlands Almond LLC,62546,Almond,IPP Non-CHP,CA,ALMND,,19.9,19.9,19.9,Solar Photovoltaic,SUN,PV,12,2020,(T) Regulatory approvals received. Not under construction,Kings,36.212220,-119.910000,Map,Map,CISO
62050,Castleman Power Development LLC,62548,SJRR Power LLC,IPP Non-CHP,TX,SJ-1,,50.0,43.0,48.0,Natural Gas Fired Combustion Turbine,NG,GT,12,2020,"(P) Planned for installation, but regulatory approvals not initiated",Harris,29.881930,-95.111480,Map,Map,ERCO
62050,Castleman Power Development LLC,62548,SJRR Power LLC,IPP Non-CHP,TX,SJ-2,,50.0,43.0,48.0,Natural Gas Fired Combustion Turbine,NG,GT,12,2020,"(P) Planned for installation, but regulatory approvals not initiated",Harris,29.881930,-95.111480,Map,Map,ERCO
14328,Pacific Gas & Electric Co.,62564,Elkhorn Battery Energy Storage System,Electric Utility,CA,ELKHO,,182.5,182.5,182.5,Batteries,MWH,BA,12,2020,(L) Regulatory approvals pending. Not under construction,Monterey,36.808039,-121.781800,Map,Map,CISO
61785,EDP Renewables North America LLC,62592,Headwaters Wind Farm II LLC,IPP Non-CHP,IN,HWII,,200.0,200.0,200.0,Onshore Wind Turbine,WND,WT,12,2020,(L) Regulatory approvals pending. Not under construction,Randolph,40.051694,-85.206690,Map,Map,PJM
59497,Eversource,62604,Outer Cape Community Battery,IPP Non-CHP,MA,OCESS,,25.0,25.0,25.0,Batteries,MWH,BA,12,2020,(L) Regulatory approvals pending. Not under construction,Barnstable,42.060267,-70.194190,Map,Map,ISNE
59497,Eversource,62605,Martha's Vineyard Community Battery,IPP Non-CHP,MA,MVESS,,4.9,4.9,4.9,Batteries,MWH,BA,12,2020,(L) Regulatory approvals pending. Not under construction,Dukes,41.426025,-70.608980,Map,Map,ISNE
62079,"White Cloud Wind Project, LLC",62624,"White Cloud Wind Project, LLC",IPP Non-CHP,MO,WTCWF,,236.5,236.5,236.5,Onshore Wind Turbine,WND,WT,12,2020,"(U) Under construction, less than or equal to 50 percent complete",Atchison,40.440000,-95.380000,Map,Map,AECI
62134,Hunter Solar LLC,62656,Hunter Solar LLC,IPP Non-CHP,UT,HUSOL,,100.0,100.0,100.0,Solar Photovoltaic,SUN,PV,12,2020,"(U) Under construction, less than or equal to 50 percent complete",Emery,39.142217,-111.051100,Map,Map,PACE
62146,Sigurd Solar LLC,62666,Sigurd Solar LLC,IPP Non-CHP,UT,SGSOL,,80.0,80.0,80.0,Solar Photovoltaic,SUN,PV,12,2020,"(U) Under construction, less than or equal to 50 percent complete",Sevier,38.850544,-112.005200,Map,Map,PACE
5416,"Duke Energy Carolinas, LLC",62668,Maiden Creek Solar Power Plant,Electric Utility,NC,PV1,,69.3,69.3,69.3,Solar Photovoltaic,SUN,PV,12,2020,(T) Regulatory approvals received. Not under construction,Catawba,35.593000,-81.167000,Map,Map,DUK
5416,"Duke Energy Carolinas, LLC",62669,Gaston Solar Power Plant,Electric Utility,NC,PV1,,25.0,25.0,25.0,Solar Photovoltaic,SUN,PV,12,2020,(T) Regulatory approvals received. Not under construction,Gaston,35.322400,-81.134300,Map,Map,DUK
62119,"Antelope Expansion 3A, LLC",62673,Antelope Expansion 3A,IPP Non-CHP,CA,ANX3A,,15.0,15.0,15.0,Solar Photovoltaic,SUN,PV,12,2020,"(P) Planned for installation, but regulatory approvals not initiated",Los Angeles,34.728902,-118.322100,Map,Map,CISO
62118,"Antelope Expansion 3B, LLC",62674,Antelope Expansion 3B,IPP Non-CHP,CA,ANX3B,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,12,2020,"(P) Planned for installation, but regulatory approvals not initiated",Los Angeles,34.720162,-118.322500,Map,Map,CISO
62633,"Plum Creek Wind, LLC",62711,Plum Creek Wind Project (NE),IPP Non-CHP,NE,PLUM,,230.0,230.0,230.0,Onshore Wind Turbine,WND,WT,12,2020,"(U) Under construction, less than or equal to 50 percent complete",Wayne,40.756389,-96.641390,Map,Map,SWPP
19876,Virginia Electric & Power Co,62730,Desper Solar,IPP Non-CHP,VA,1,,88.2,88.2,88.2,Solar Photovoltaic,SUN,PV,12,2020,(T) Regulatory approvals received. Not under construction,Louisa,38.015735,-78.043130,Map,Map,PJM
62668,"Wheatridge Wind Energy, LLC",62745,Wheatridge Hybrid,IPP Non-CHP,OR,WIND,,300.0,300.0,300.0,Onshore Wind Turbine,WND,WT,12,2020,(L) Regulatory approvals pending. Not under construction,Morrow,45.559750,-119.633800,Map,Map,BPAT
62689,"Piney Creek, LLC",62768,Piney Creek Solar,IPP Non-CHP,VA,PCSOL,,80.0,80.0,80.0,Solar Photovoltaic,SUN,PV,12,2020,"(P) Planned for installation, but regulatory approvals not initiated",Halifax,36.818554,-78.771890,Map,Map,PJM
62694,"Rappahannock Solar, LLC",62780,"Rappahannock Solar, LLC",IPP Non-CHP,VA,100,,1.5,1.5,1.5,Solar Photovoltaic,SUN,PV,12,2020,(T) Regulatory approvals received. Not under construction,Lancaster,37.657039,-76.383230,Map,Map,PJM
9234,Indiana Municipal Power Agency,62793,Crawfordsville 5 Solar Park,Electric Utility,IN,SCRA5,,9.7,9.7,7.8,Solar Photovoltaic,SUN,PV,12,2020,"(U) Under construction, less than or equal to 50 percent complete",Montgomery,40.017668,-86.859870,Map,Map,MISO
61522,"Viridity Energy Solutions, Inc.",62801,ORNI 34 LLC,IPP Non-CHP,CA,ORN34,,10.0,10.0,10.0,Batteries,MWH,BA,12,2020,(L) Regulatory approvals pending. Not under construction,Santa Barbara,40.318540,-74.628330,Map,Map,CISO
62705,Concho Bluff LLC,62804,Greasewood,IPP Non-CHP,TX,GREA1,,255.0,255.0,255.0,Solar Photovoltaic,SUN,PV,12,2020,"(U) Under construction, less than or equal to 50 percent complete",Pecos,31.030996,-102.488200,Map,Map,ERCO
5248,Dominion Energy Inc,62814,Sadler Solar,Electric Utility,VA,SADL,,100.0,100.0,100.0,Solar Photovoltaic,SUN,PV,12,2020,"(U) Under construction, less than or equal to 50 percent complete",Greensville,36.700000,-76.900000,Map,Map,PJM
62698,SunEast Skyline Solar LLC,62816,SunEast Skyline Solar Project,IPP Non-CHP,NY,Q670,,20.0,20.0,20.0,Solar Photovoltaic,SUN,PV,12,2020,"(P) Planned for installation, but regulatory approvals not initiated",Oneida,43.063069,-75.451950,Map,Map,NYIS
62716,"Stony Knoll Solar, LLC",62820,"Stony Knoll Solar, LLC",IPP Non-CHP,NC,GEN1,,22.6,22.6,22.6,Solar Photovoltaic,SUN,PV,12,2020,"(P) Planned for installation, but regulatory approvals not initiated",Surry,36.288000,-80.656000,Map,Map,DUK
62717,"Speedway Solar NC, LLC",62821,"Speedway Solar NC, LLC",IPP Non-CHP,NC,GEN1,,22.6,22.6,22.6,Solar Photovoltaic,SUN,PV,12,2020,"(P) Planned for installation, but regulatory approvals not initiated",Cabarrus,35.218000,-80.536000,Map,Map,DUK
62718,"Broad River Solar, LLC",62822,"Broad River Solar, LLC",IPP Non-CHP,NC,GEN1,,50.0,50.0,50.0,Solar Photovoltaic,SUN,PV,12,2020,"(P) Planned for installation, but regulatory approvals not initiated",Cleveland,35.188000,-81.751000,Map,Map,DUK
62699,SunEast Dog Corners Solar LLC,62823,SunEast Dog Corners Solar Project,IPP Non-CHP,NY,Q584,,20.0,20.0,20.0,Solar Photovoltaic,SUN,PV,12,2020,"(P) Planned for installation, but regulatory approvals not initiated",Cayuga,42.744301,-76.665310,Map,Map,NYIS
62721,"Maryneal Windpower, LLC",62836,Maryneal Windpower,IPP Non-CHP,TX,MNW,,182.4,182.4,182.4,Onshore Wind Turbine,WND,WT,12,2020,(T) Regulatory approvals received. Not under construction,Nolan,32.199366,-100.491900,Map,Map,ERCO
59050,Algonquin Power Co,62853,Maverick Creek Wind,IPP Non-CHP,TX,MVRCK,,524.4,524.4,524.4,Onshore Wind Turbine,WND,WT,12,2020,(L) Regulatory approvals pending. Not under construction,Concho,31.262546,-99.843960,Map,Map,NA
56215,RWE Renewables Americas LLC,62855,West Raymond Wind Farm LLC,IPP Non-CHP,TX,WRAYM,,239.8,239.8,239.8,Onshore Wind Turbine,WND,WT,12,2020,"(U) Under construction, less than or equal to 50 percent complete",Willacy,26.376651,-97.993050,Map,Map,ERCO
62743,RoxWind LLC,62857,RoxWind,IPP Non-CHP,ME,WIND1,,15.3,15.3,15.3,Onshore Wind Turbine,WND,WT,12,2020,"(U) Under construction, less than or equal to 50 percent complete",Oxford,44.614800,-70.617600,Map,Map,ISNE
56215,RWE Renewables Americas LLC,62871,Boiling Springs Wind Farm,IPP Non-CHP,OK,BGSPS,,148.4,148.4,148.4,Onshore Wind Turbine,WND,WT,12,2020,"(U) Under construction, less than or equal to 50 percent complete",Woodward,36.546545,-99.357600,Map,Map,SWPP
62761,Rosewater Wind Farm LLC,62891,Rosewater Wind Farm,IPP Non-CHP,IN,ROSEW,,102.0,102.0,102.0,Onshore Wind Turbine,WND,WT,12,2020,"(P) Planned for installation, but regulatory approvals not initiated",White,40.770899,-86.875010,Map,Map,MISO
62667,"East Line Solar, LLC",62899,East Line Solar,IPP Non-CHP,AZ,EASTL,,100.0,100.0,100.0,Solar Photovoltaic,SUN,PV,12,2020,"(P) Planned for installation, but regulatory approvals not initiated",Pinal,32.847030,-111.565100,Map,Map,SRP
6452,Florida Power & Light Co,62914,Nassau Solar Center,Electric Utility,FL,1,,74.5,74.5,74.5,Solar Photovoltaic,SUN,PV,12,2020,(T) Regulatory approvals received. Not under construction,Nassau,30.503910,-81.884110,Map,Map,FPL
6452,Florida Power & Light Co,62915,Magnolia Springs Solar Center,Electric Utility,FL,1,,74.5,74.5,74.5,Solar Photovoltaic,SUN,PV,12,2020,(T) Regulatory approvals received. Not under construction,Clay,29.898570,-81.693330,Map,Map,FPL
6452,Florida Power & Light Co,62916,Trailside Solar Center,Electric Utility,FL,1,,74.5,74.5,74.5,Solar Photovoltaic,SUN,PV,12,2020,(T) Regulatory approvals received. Not under construction,St Johns,29.774987,-81.427850,Map,Map,FPL
6452,Florida Power & Light Co,62922,Lakeside Solar Center,Electric Utility,FL,1,,74.5,74.5,74.5,Solar Photovoltaic,SUN,PV,12,2020,(T) Regulatory approvals received. Not under construction,Okeechobee,27.214210,-80.744580,Map,Map,FPL
6452,Florida Power & Light Co,62923,Union Springs Solar Center,Electric Utility,FL,1,,74.5,74.5,74.5,Solar Photovoltaic,SUN,PV,12,2020,(T) Regulatory approvals received. Not under construction,Union,29.973970,-82.300990,Map,Map,FPL
6452,Florida Power & Light Co,62925,Egret Solar Center,Electric Utility,FL,1,,74.5,74.5,74.5,Solar Photovoltaic,SUN,PV,12,2020,(T) Regulatory approvals received. Not under construction,Baker,30.282510,-82.183780,Map,Map,FPL
62778,"Rattlesnake Flat, LLC",62936,Rattlesnake,IPP Non-CHP,WA,RAT,,144.0,144.0,144.0,Onshore Wind Turbine,WND,WT,12,2020,(T) Regulatory approvals received. Not under construction,Adams,46.535025,-118.253600,Map,Map,AVA
49893,Invenergy Services LLC,62943,Deuel Harvest Wind Energy LLC,IPP Non-CHP,SD,GEN1,,300.0,300.0,300.0,Onshore Wind Turbine,WND,WT,12,2020,"(U) Under construction, less than or equal to 50 percent complete",Deuel,44.515001,-96.321690,Map,Map,MISO
49893,Invenergy Services LLC,62955,Badger Hollow Solar Farm LLC,IPP Non-CHP,WI,GEN1,,300.0,300.0,300.0,Solar Photovoltaic,SUN,PV,12,2020,"(U) Under construction, less than or equal to 50 percent complete",Iowa,42.945560,-90.349420,Map,Map,MISO
49893,Invenergy Services LLC,62956,Thunderhead Wind Energy LLC,IPP Non-CHP,NE,GEN1,,300.0,300.0,300.0,Onshore Wind Turbine,WND,WT,12,2020,"(U) Under construction, less than or equal to 50 percent complete",Antelope,41.591166,-98.131490,Map,Map,SWPP
62808,"Whitehorn Solar, LLC",62959,Whitehorn Solar,IPP Non-CHP,VA,WHIT1,,50.0,50.0,27.5,Solar Photovoltaic,SUN,PV,12,2020,(T) Regulatory approvals received. Not under construction,Pittsylvania,36.931378,-79.358740,Map,Map,PJM
62813,"Syncarpha Westminster, LLC",62971,Syncarpha Westminster Hybrid,IPP Non-CHP,MA,SYWES,,4.7,4.7,4.7,Solar Photovoltaic,SUN,PV,12,2020,"(V) Under construction, more than 50 percent complete",Worcester,42.593028,-71.865820,Map,Map,ISNE
62820,"Syncarpha Millbury, LLC",62974,Syncarpha Millbury Hybrid,IPP Non-CHP,MA,SYMIS,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,12,2020,"(V) Under construction, more than 50 percent complete",Worcester,42.175203,-71.793030,Map,Map,ISNE
62873,"Plott Hound Solar, LLC",63015,Plott Hound Solar,IPP Non-CHP,NC,1088,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,12,2020,(L) Regulatory approvals pending. Not under construction,Craven,35.138000,-77.092000,Map,Map,CPLE
62872,"Carolina Lily Solar, LLC",63016,Carolina Lily Solar,IPP Non-CHP,NC,1096,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,12,2020,(L) Regulatory approvals pending. Not under construction,Davie,35.956000,-80.444000,Map,Map,DUK
62871,"Ray Wilson Solar, LLC",63017,Ray Wilson Solar,IPP Non-CHP,NC,1090,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,12,2020,(L) Regulatory approvals pending. Not under construction,Davie,35.933000,-80.376000,Map,Map,DUK
62883,"Kruger Energy Hertford, LLC",63024,"Kruger Energy Hertford, LLC",IPP Non-CHP,NC,KEH,,10.0,10.0,10.0,Solar Photovoltaic,SUN,PV,12,2020,(T) Regulatory approvals received. Not under construction,Hertford,36.268007,-77.028210,Map,Map,PJM
49893,Invenergy Services LLC,63029,Hardin Solar Energy LLC,IPP Non-CHP,OH,GEN1,,150.0,150.0,150.0,Solar Photovoltaic,SUN,PV,12,2020,"(P) Planned for installation, but regulatory approvals not initiated",Hardin,40.659506,-83.813710,Map,Map,PJM
59495,Ameren Missouri,63065,Green City Renewable Energy Center,Electric Utility,MO,GBESS,,2.5,2.5,2.5,Batteries,MWH,BA,12,2020,"(P) Planned for installation, but regulatory approvals not initiated",Sullivan,40.265156,-92.943970,Map,Map,MISO
59495,Ameren Missouri,63065,Green City Renewable Energy Center,Electric Utility,MO,GCREC,,10.0,10.0,10.0,Solar Photovoltaic,SUN,PV,12,2020,"(P) Planned for installation, but regulatory approvals not initiated",Sullivan,40.265156,-92.943970,Map,Map,MISO
59495,Ameren Missouri,63066,Richwoods Renewable Energy Center,Electric Utility,MO,RBESS,,4.0,4.0,4.0,Batteries,MWH,BA,12,2020,"(P) Planned for installation, but regulatory approvals not initiated",Washington,38.143910,-90.802090,Map,Map,MISO
59495,Ameren Missouri,63066,Richwoods Renewable Energy Center,Electric Utility,MO,RREC,,10.0,10.0,10.0,Solar Photovoltaic,SUN,PV,12,2020,"(P) Planned for installation, but regulatory approvals not initiated",Washington,38.143910,-90.802090,Map,Map,MISO
59495,Ameren Missouri,63067,Utica Renewable Energy Center,Electric Utility,MO,UBESS,,2.0,2.0,2.0,Batteries,MWH,BA,12,2020,"(P) Planned for installation, but regulatory approvals not initiated",Livingston,39.743569,-93.657140,Map,Map,MISO
59495,Ameren Missouri,63067,Utica Renewable Energy Center,Electric Utility,MO,UREC,,10.0,10.0,10.0,Solar Photovoltaic,SUN,PV,12,2020,"(P) Planned for installation, but regulatory approvals not initiated",Livingston,39.743569,-93.657140,Map,Map,MISO
62896,"Rooney Ranch, LLC",63088,Rooney Ranch,IPP Non-CHP,CA,ROONR,,21.0,21.0,21.0,Onshore Wind Turbine,WND,WT,12,2020,"(P) Planned for installation, but regulatory approvals not initiated",Alameda,37.737366,-121.652100,Map,Map,CISO
20860,Wisconsin Public Service Corp,63105,Two Creeks Solar,Electric Utility,WI,1,,150.0,150.0,150.0,Solar Photovoltaic,SUN,PV,12,2020,"(U) Under construction, less than or equal to 50 percent complete",Manitowoc,44.249598,-87.545340,Map,Map,MISO
62916,Mohave County Wind Farm,63114,Mohave County Wind Farm,IPP Non-CHP,AZ,MCWF,,350.0,350.0,350.0,Onshore Wind Turbine,WND,WT,12,2020,(T) Regulatory approvals received. Not under construction,Mohave,35.791142,-114.504500,Map,Map,WALC
62907,"Sand Hill A, LLC",63126,Sand Hill A,IPP Non-CHP,CA,SNDHA,,13.5,13.5,13.5,Onshore Wind Turbine,WND,WT,12,2020,"(P) Planned for installation, but regulatory approvals not initiated",Alameda,37.743809,-121.607800,Map,Map,CISO
60531,Standard Solar,63153,USS Buckaroo Solar LLC CSG,IPP Non-CHP,MN,BUCKR,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,12,2020,"(U) Under construction, less than or equal to 50 percent complete",Clay,46.977270,-96.500780,Map,Map,MISO
62995,Broad Mountain Power LLC,63210,Broad Mountain Wind Project,IPP Non-CHP,PA,BROAD,,80.0,80.0,80.0,Onshore Wind Turbine,WND,WT,12,2020,"(U) Under construction, less than or equal to 50 percent complete",Carbon,40.869111,-75.899640,Map,Map,PJM
62842,"Lightsource Renewable Energy Asset Management, LLC",63222,Impact Solar 1,IPP Non-CHP,TX,TXIM1,,198.5,198.5,198.5,Solar Photovoltaic,SUN,PV,12,2020,"(U) Under construction, less than or equal to 50 percent complete",Lamar,33.467803,-95.370860,Map,Map,ERCO
55983,Luminant Generation Company LLC,63223,Brightside,IPP Non-CHP,TX,UNIT1,,50.7,50.7,50.7,Solar Photovoltaic,SUN,PV,12,2020,(L) Regulatory approvals pending. Not under construction,Bee,28.430988,-97.889560,Map,Map,ERCO
50123,"Leeward Asset Management, LLC",63251,"Lone Tree Wind, LLC",IPP Non-CHP,IL,LTW,,79.0,79.0,79.0,Onshore Wind Turbine,WND,WT,12,2020,"(U) Under construction, less than or equal to 50 percent complete",Bureau,41.203214,-89.601870,Map,Map,PJM
63021,"Aurora Wind Project, LLC",63258,Aurora Wind Project,IPP Non-CHP,ND,AURWP,,298.8,298.8,298.8,Onshore Wind Turbine,WND,WT,12,2020,(T) Regulatory approvals received. Not under construction,Williams,48.500000,-103.100000,Map,Map,SWPP
63064,Crowned Ridge Wind II LLC,63269,Crowned Ridge Wind II Energy Center,IPP Non-CHP,SD,CRW2,,200.6,200.6,200.6,Onshore Wind Turbine,WND,WT,12,2020,(L) Regulatory approvals pending. Not under construction,Codington,45.005400,-96.929950,Map,Map,MISO
62759,Geronimo Energy,63321,"Bingham Solar, LLC",IPP Non-CHP,MI,BINGH,,20.0,20.0,20.0,Solar Photovoltaic,SUN,PV,12,2020,(T) Regulatory approvals received. Not under construction,Clinton,43.012000,-84.528000,Map,Map,MISO
62759,Geronimo Energy,63322,"Temperance Solar, LLC",IPP Non-CHP,MI,TEMPR,,20.0,20.0,20.0,Solar Photovoltaic,SUN,PV,12,2020,(T) Regulatory approvals received. Not under construction,Monroe,41.753000,-83.524000,Map,Map,MISO
17609,Southern California Edison Co,63325,Yorktown Battery Energy Storage Facility,Electric Utility,CA,YORK1,,3.0,3.0,3.0,Batteries,MWH,BA,12,2020,(T) Regulatory approvals received. Not under construction,Los Angeles,34.004670,-118.068400,Map,Map,CISO
17609,Southern California Edison Co,63326,Cadillac Battery Energy Storage Facility,Electric Utility,CA,CAD1,,3.5,3.5,3.5,Batteries,MWH,BA,12,2020,(T) Regulatory approvals received. Not under construction,Los Angeles,34.004690,-118.068400,Map,Map,CISO
63106,"Sutton Solar 2, LLC",63336,"Sutton Solar 2, LLC",IPP Non-CHP,MA,6004,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,12,2020,(T) Regulatory approvals received. Not under construction,Worcester,42.102520,-71.697950,Map,Map,ISNE
63108,"Granby Solar, LLC",63338,"Granby Solar, LLC",IPP Non-CHP,MA,4787,,1.3,1.3,1.0,Solar Photovoltaic,SUN,PV,12,2020,(T) Regulatory approvals received. Not under construction,Hampshire,42.227120,-72.522200,Map,Map,ISNE
63116,"Bluebell Solar II, LLC",63351,Bluebell Solar II,IPP Non-CHP,TX,BBS2,,115.0,115.0,115.0,Solar Photovoltaic,SUN,PV,12,2020,(T) Regulatory approvals received. Not under construction,Sterling,31.888000,-100.825000,Map,Map,ERCO
63129,Wapello Solar LLC,63378,Wapello Solar LLC,IPP Non-CHP,IA,WAPLO,,100.0,100.0,100.0,Solar Photovoltaic,SUN,PV,12,2020,(T) Regulatory approvals received. Not under construction,Louisa,41.153697,-91.177100,Map,Map,MISO
63140,"Three Rivers Solar Power, LLC",63386,"Three Rivers Solar Power, LLC",IPP Non-CHP,ME,3RIVS,,100.0,100.0,100.0,Solar Photovoltaic,SUN,PV,12,2020,"(U) Under construction, less than or equal to 50 percent complete",Hancock,44.711644,-68.110000,Map,Map,ISNE
63141,"Rancho Seco Solar II, LLC",63387,"Rancho Seco Solar II, LLC",IPP Non-CHP,CA,RSS2,,160.0,160.0,160.0,Solar Photovoltaic,SUN,PV,12,2020,"(U) Under construction, less than or equal to 50 percent complete",Sacramento,38.346814,-121.119800,Map,Map,BANC
56771,Black Hills Service Company LLC,63436,Corriedale Wind Energy,Electric Utility,WY,WTG,,52.5,52.5,52.5,Onshore Wind Turbine,WND,WT,12,2020,(T) Regulatory approvals received. Not under construction,Laramie, , ,,,WACM
58765,FGE Texas I LLC,58931,FGE Texas I,IPP Non-CHP,TX,CA1,,265.2,249.9,251.8,Natural Gas Fired Combined Cycle,NG,CA,1,2021,(T) Regulatory approvals received. Not under construction,Mitchell,32.308611,-101.026100,Map,Map,ERCO
58765,FGE Texas I LLC,58931,FGE Texas I,IPP Non-CHP,TX,GT1,,238.9,226.7,239.7,Natural Gas Fired Combined Cycle,NG,CT,1,2021,(T) Regulatory approvals received. Not under construction,Mitchell,32.308611,-101.026100,Map,Map,ERCO
58765,FGE Texas I LLC,58931,FGE Texas I,IPP Non-CHP,TX,GT2,,238.9,226.7,239.7,Natural Gas Fired Combined Cycle,NG,CT,1,2021,(T) Regulatory approvals received. Not under construction,Mitchell,32.308611,-101.026100,Map,Map,ERCO
19876,Virginia Electric & Power Co,59693,Coastal Virginia Offshore Wind (CVOW),Electric Utility,VA,OSW1,,12.0,12.0,12.0,Offshore Wind Turbine,WND,WS,1,2021,(L) Regulatory approvals pending. Not under construction,Virginia Beach,36.891550,-75.491600,Map,Map,PJM
60131,"South Field Energy, LLC",60356,South Field Energy,IPP Non-CHP,OH,SFECC,SFE1,"1,105.0","1,060.0","1,105.0",Natural Gas Fired Combined Cycle,NG,CC,1,2021,"(U) Under construction, less than or equal to 50 percent complete",Columbiana,40.635340,-80.678250,Map,Map,PJM
60776,Aksamit Resource Management,61159,Milligan III Wind Farm,IPP Non-CHP,NE,M3001,,73.4,73.4,73.4,Onshore Wind Turbine,WND,WT,1,2021,(T) Regulatory approvals received. Not under construction,Saline,40.500672,-97.198090,Map,Map,SWPP
62160,"AES ES Alamitos, LLC",61204,"AES ES ALAMITOS, LLC",IPP Non-CHP,CA,ALMTS,,100.0,100.0,100.0,Batteries,MWH,BA,1,2021,(L) Regulatory approvals pending. Not under construction,Los Angeles,33.770202,-118.099700,Map,Map,CISO
60897,Salinas Valley Solid Waste Authority,61285,Crazy Horse Solar Project,IPP Non-CHP,CA,PV1,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,1,2021,"(P) Planned for installation, but regulatory approvals not initiated",Monterey,36.803269,-121.619000,Map,Map,CISO
18454,Tampa Electric Co,61664,Mountain View Solar (FL),Electric Utility,FL,GEN1,,52.5,52.5,52.5,Solar Photovoltaic,SUN,PV,1,2021,"(P) Planned for installation, but regulatory approvals not initiated",Pasco,28.387144,-82.224410,Map,Map,TEC
60195,"Groton Station Fuel Cell, LLC",61743,Naval Sub Base New London Fuel Cell,IPP Non-CHP,CT,MMH3,,3.7,3.7,3.7,Other Natural Gas,NG,FC,1,2021,"(U) Under construction, less than or equal to 50 percent complete",New London,41.400000,-72.085500,Map,Map,ISNE
61978,Convergent Energy and Power LP,62497,Orange County Energy Storage 2,IPP Non-CHP,CA,OCES2,,9.0,9.0,9.0,Batteries,MWH,BA,1,2021,(L) Regulatory approvals pending. Not under construction,Orange,33.715536,-117.854300,Map,Map,CISO
61978,Convergent Energy and Power LP,62499,Orange County Energy Storage 3,IPP Non-CHP,CA,OCES3,,6.0,6.0,6.0,Batteries,MWH,BA,1,2021,(L) Regulatory approvals pending. Not under construction,Orange,33.714896,-117.854300,Map,Map,CISO
59315,Bradley Farm LLC,62593,Bradley Farm (Dudley),IPP Non-CHP,NC,PV1,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,1,2021,"(P) Planned for installation, but regulatory approvals not initiated",Wayne,35.306898,-78.060770,Map,Map,CPLW
62763,"Hecate Grid, LLC",62889,Hecate Energy Johanna Facility,IPP Non-CHP,CA,HEGJF,,15.0,15.0,15.0,Batteries,MWH,BA,1,2021,(L) Regulatory approvals pending. Not under construction,Orange,33.714672,-117.853100,Map,Map,CISO
62812,"Syncarpha Tewksbury, LLC",62968,Syncarpha Tewksbury Hybrid,IPP Non-CHP,MA,SYTKS,,2.8,2.8,2.8,Solar Photovoltaic,SUN,PV,1,2021,(T) Regulatory approvals received. Not under construction,Middlesex,42.593706,-71.177490,Map,Map,ISNE
63082,ProEnergy Services,63335,HO Clarke Generating,IPP Non-CHP,TX,CTG-1,,60.5,45.5,50.5,Natural Gas Fired Combustion Turbine,NG,GT,1,2021,(T) Regulatory approvals received. Not under construction,Harris,29.645360,-95.451690,Map,Map,ERCO
